epoch,tot_train_loss,tot_val_loss,acc,kappa,mcc,precision,recall
0,0.33740468402726154,0.31477433336632593,0.9102610945701599,0.7749476432800293,0.7750994563102722,0.8249703645706177,0.8490059971809387
1,0.32112805201977523,0.3139084186785075,0.9055522084236145,0.7640430927276611,0.7644283175468445,0.8106581568717957,0.8487710952758789
2,0.3126114859382086,0.3076207654512658,0.9111466407775879,0.7816261649131775,0.7825185060501099,0.8156781196594238,0.873445987701416
3,0.30848854215272303,0.2975863739848137,0.9188689589500427,0.7969876527786255,0.7970771789550781,0.8438469767570496,0.8623653054237366
4,0.30495491349873016,0.29932061233082596,0.9168714284896851,0.7952329516410828,0.7957862019538879,0.8309351801872253,0.8765803575515747
5,0.30205936817860357,0.2989964348321058,0.9168576002120972,0.7952585220336914,0.7954357862472534,0.8405194878578186,0.8663524389266968
6,0.30069676346053603,0.296037313433326,0.916259229183197,0.7957377433776855,0.7966746091842651,0.8258742094039917,0.8849940299987793
7,0.29878262996199995,0.29860408178397585,0.9161170125007629,0.7961593270301819,0.7964513301849365,0.8390265107154846,0.8719397187232971
8,0.2962704872570839,0.29524881331896297,0.9202262163162231,0.7996649146080017,0.7996780276298523,0.851100504398346,0.8581963777542114
9,0.29535200698015773,0.29882477330310003,0.915776252746582,0.7890031933784485,0.7898361086845398,0.8197373747825623,0.8761860132217407
10,0.2930476640971646,0.2968761112008776,0.9215306043624878,0.8062829375267029,0.8066571354866028,0.8424734473228455,0.8801398277282715
11,0.29305641681260336,0.29633677811646947,0.9179743528366089,0.7907509803771973,0.7908358573913574,0.8377483487129211,0.8559273481369019
12,0.2918761180593261,0.29200132054333783,0.9188932180404663,0.8003906011581421,0.8007069230079651,0.8400399684906006,0.8745723962783813
13,0.29090282153528474,0.29327159815905046,0.9125582575798035,0.7853937745094299,0.7865688800811768,0.8145198822021484,0.8808273673057556
14,0.2886676981825293,0.29517880097335697,0.9125922322273254,0.7789813280105591,0.7799167037010193,0.8099251985549927,0.8699008226394653
15,0.2900974480572678,0.2875661653827648,0.9221418499946594,0.8059340119361877,0.8059682846069336,0.8541565537452698,0.8655763268470764
16,0.28787725647989654,0.2889373457553435,0.9203601479530334,0.8033450841903687,0.8039669394493103,0.835140585899353,0.8836983442306519
17,0.28605854472358977,0.2927834008421217,0.9191530346870422,0.8003336191177368,0.8012523651123047,0.8280342817306519,0.8870364427566528
18,0.28653866607404055,0.2932706590817899,0.9213389754295349,0.8040313124656677,0.8041920065879822,0.8462714552879333,0.8710545301437378
19,0.285066283046861,0.2839256147949063,0.9239821434020996,0.8115653395652771,0.8117408752441406,0.8516025543212891,0.8774937391281128
20,0.285530158123012,0.2869355345563013,0.923735499382019,0.8087295293807983,0.8089979290962219,0.8455045223236084,0.8776850700378418
21,0.2831067734151639,0.2898376155264524,0.9171730279922485,0.7971500754356384,0.7982410192489624,0.8242204785346985,0.8881863951683044
22,0.28309726491824183,0.2848152299316562,0.9226582050323486,0.8080325126647949,0.8083857297897339,0.843702495098114,0.8804320693016052
23,0.28338602154804277,0.2875108531847292,0.920781135559082,0.8027898073196411,0.8031466007232666,0.8395671248435974,0.8764912486076355
24,0.2809633627009581,0.28690860663749734,0.9189496636390686,0.8028778433799744,0.8035902976989746,0.8348166346549988,0.886344313621521
25,0.2809640220054568,0.2866083864046603,0.9238199591636658,0.8109441995620728,0.8110215067863464,0.8553246259689331,0.8724810481071472
26,0.2809229303874439,0.29011708695669564,0.9238805174827576,0.811749279499054,0.8124978542327881,0.8387385010719299,0.8921576738357544
27,0.28114459353259147,0.28368130630376387,0.926084578037262,0.8153811097145081,0.8155081868171692,0.8555542826652527,0.8776699304580688
28,0.2815384059028106,0.2909450559895866,0.9168270826339722,0.797584593296051,0.798949658870697,0.8217161893844604,0.893049418926239
29,0.2800801452862418,0.28136960036900577,0.927497148513794,0.8205981254577637,0.820667564868927,0.8629393577575684,0.8792427182197571
30,0.27747917454372606,0.2822197473474911,0.9254687428474426,0.8147772550582886,0.8148240447044373,0.859818696975708,0.873212456703186
31,0.2793072726277298,0.28280484281024154,0.926561176776886,0.8167214393615723,0.8168805241584778,0.8553056120872498,0.8800561428070068
32,0.276218508787783,0.2803075307486009,0.9265736937522888,0.8143271207809448,0.8145803213119507,0.849254846572876,0.8806912899017334
33,0.276399979154314,0.284206109387534,0.9280102849006653,0.819710373878479,0.8200314044952393,0.8520929217338562,0.8873569965362549
34,0.2739777631643276,0.27679554768362824,0.9247317314147949,0.8149677515029907,0.81514573097229,0.8547341227531433,0.8806903958320618
35,0.2734559066889641,0.27966886165798927,0.926288902759552,0.8186901807785034,0.8196489214897156,0.8409104347229004,0.9012827277183533
36,0.2725365802256663,0.2770050003820536,0.9270104169845581,0.8196221590042114,0.8200858235359192,0.849839448928833,0.8919320106506348
37,0.27179046621319924,0.27701819672876477,0.9266965389251709,0.8177703619003296,0.8187808990478516,0.8384390473365784,0.9007834196090698
38,0.2716581683762363,0.2770035274478854,0.9256993532180786,0.8177138566970825,0.818632185459137,0.8410839438438416,0.9000701308250427
39,0.27014623404766996,0.27790722722301675,0.9286074042320251,0.8209868669509888,0.8216376304626465,0.8457520604133606,0.896022379398346
40,0.2696868165667834,0.27742761540777827,0.9315485954284668,0.8282102346420288,0.8282116651535034,0.8765994906425476,0.874197781085968
41,0.2704400858090224,0.277296318691604,0.9271162152290344,0.8189728856086731,0.8191679120063782,0.8560577034950256,0.883411169052124
42,0.2706044854830938,0.2741592943060155,0.9301695823669434,0.8230521082878113,0.823057234287262,0.8731451630592346,0.8686901330947876
43,0.2687915969855669,0.2691243176861685,0.9312126636505127,0.8285408020019531,0.8286285996437073,0.8670307993888855,0.885464608669281
44,0.26740431153002986,0.2800788762313979,0.9266650676727295,0.8175402283668518,0.8178775310516357,0.8506988286972046,0.8867067694664001
45,0.2679499519669644,0.2709918695749069,0.9277234077453613,0.8221478462219238,0.8226895928382874,0.8504247069358826,0.895834743976593
46,0.2666550877585449,0.2692705979760812,0.9309262037277222,0.8263717889785767,0.8263907432556152,0.8696751594543457,0.8782466650009155
47,0.26687669544295745,0.27502141984141604,0.9273964762687683,0.8227987885475159,0.8231485486030579,0.855932354927063,0.8922517895698547
48,0.2672730683603839,0.26957851100941094,0.9286442995071411,0.8242561221122742,0.824409008026123,0.8621212840080261,0.8862441182136536
49,0.26692883856383137,0.27168242724574343,0.933323860168457,0.833089292049408,0.8330895900726318,0.8795594573020935,0.8786886930465698
50,0.2656519918382235,0.27109029828285686,0.9322072863578796,0.8333029747009277,0.8333703279495239,0.8726954460144043,0.8887250423431396
