epoch,tot_train_loss,tot_val_loss,acc,kappa,mcc,precision,recall
51,0.2658428830706708,0.26879076173110883,0.936390221118927,0.8404635190963745,0.8405018448829651,0.8782520294189453,0.8904858827590942
52,0.2644717198089357,0.27087439322958184,0.9305054545402527,0.8219356536865234,0.8219571709632874,0.864651083946228,0.8739154934883118
53,0.26394903335073344,0.2723986926127453,0.9327486753463745,0.8296335339546204,0.8296476602554321,0.8720149397850037,0.8794812560081482
54,0.2629125472771323,0.27490778054509846,0.9318207502365112,0.8307815790176392,0.8308582901954651,0.869596540927887,0.8867694139480591
55,0.2644324485343647,0.2677884256961394,0.9320295453071594,0.8302134871482849,0.8303649425506592,0.8652306795120239,0.8894830346107483
56,0.26494137903888976,0.26989350954488833,0.9283358454704285,0.8236690759658813,0.8237516283988953,0.864904522895813,0.8826425671577454
57,0.26291301162336256,0.27016424509335535,0.9319995045661926,0.8307865858078003,0.8310986757278442,0.8608593940734863,0.8955872654914856
58,0.2639418732159254,0.26905648957709877,0.931468665599823,0.8292859196662903,0.8292983174324036,0.8802153468132019,0.8733012080192566
59,0.26146465125541274,0.2726731064672373,0.9289084672927856,0.8257937431335449,0.8260610103607178,0.8598893284797668,0.8917385339736938
60,0.2627195313014724,0.2713115882812714,0.9302642941474915,0.8277907967567444,0.8277913331985474,0.8769546151161194,0.8757519721984863
61,0.2608531034053657,0.27154372708529845,0.9290987849235535,0.8225043416023254,0.8225554823875427,0.8644654750823975,0.8785471320152283
62,0.26247690897117815,0.2692679592541286,0.933660089969635,0.8327476978302002,0.8327719569206238,0.8734928369522095,0.883263111114502
63,0.26174077279992597,0.2695663890668324,0.9319863319396973,0.8330108523368835,0.8331323266029358,0.8699179887771606,0.891427218914032
64,0.2607885637192667,0.2733699943946332,0.9275843501091003,0.8203760981559753,0.8204540014266968,0.8621035218238831,0.87937331199646
65,0.2596294856741263,0.26311956346035004,0.9318171739578247,0.8326802849769592,0.8329877853393555,0.863542914390564,0.8977760076522827
66,0.2614211688890089,0.27256886083252574,0.9250227212905884,0.8159831762313843,0.8168195486068726,0.8410882949829102,0.8973631858825684
67,0.2599106649196919,0.26729370957734633,0.9295492172241211,0.8277969360351562,0.8279588222503662,0.8649733066558838,0.8897217512130737
68,0.2604080015512249,0.27163933582451877,0.9293530583381653,0.8235148787498474,0.8237890601158142,0.8563443422317505,0.8889151215553284
69,0.26073887000424906,0.26796158159873923,0.932421863079071,0.8273239731788635,0.8273250460624695,0.8723050951957703,0.8745307326316833
70,0.2617855630941884,0.26807197259396925,0.9311014413833618,0.828755259513855,0.8289831280708313,0.8619383573532104,0.8915920257568359
71,0.25896857815047264,0.26854993190084187,0.9326815009117126,0.8307657837867737,0.8307665586471558,0.8780003190040588,0.8762488961219788
72,0.25980403259920887,0.266462225999151,0.9330747723579407,0.8328234553337097,0.8331640362739563,0.861240804195404,0.8976298570632935
73,0.25910908826092993,0.2629440042133234,0.9309765696525574,0.8288413882255554,0.8289275765419006,0.8677616119384766,0.8859701156616211
74,0.2598677883083244,0.2673402328272255,0.9305373430252075,0.8287546634674072,0.8292248845100403,0.8564445376396179,0.8988459706306458
